gene_id,gene_name,gene_biotype,gene_description,tf_family,ensembl_gene_stable_id,ensembl_gene_name,refseq_mrna_id,annotation_source,annotation_release,mapping_status
Solyc01g108880,Solyc01g108880.4,protein_coding,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (AHRD V3.3 *** A0A2U1MKU7_ARTAN) && sp|Q9FFF6|JOX2_ARATH Jasmonate-induced oxygenase 2 OS=Arabidopsis thaliana OX=3702 GN=JOX2 PE=1 SV=1 && PF14226:non-haem dioxygenase in morphine synthesis N-terminal|PF03171:2OG-Fe(II) oxygenase superfamily,2OG-FeII_Oxy,gene-Solyc01g108880.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g077790,Solyc02g077790.1,protein_coding,Unknown protein && - && -,-,gene-Solyc02g077790.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g054090,Solyc05g054090.3,protein_coding,induced stolen tip protein TUB8-like (AHRD V3.3 *** XP_004239829.1) && - && -,-,gene-Solyc05g054090.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g066430,Solyc08g066430.1,protein_coding,Polyketide cyclase/dehydrase and lipid transport superfamily protein (AHRD V3.3 *** A0A2U1M5K6_ARTAN) && - && PF10604:Polyketide cyclase / dehydrase and lipid transport,-,gene-Solyc08g066430.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g099660,Solyc01g099660.4,protein_coding,Heat shock protein 70 family (AHRD V3.3 *** A0A200QCN5_9MAGN) && sp|Q39043|BIP2_ARATH Heat shock 70 kDa protein BIP2 OS=Arabidopsis thaliana OX=3702 GN=BIP2 PE=1 SV=2 && PF00012:Hsp70 protein,HSP70,gene-Solyc01g099660.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g041640,Solyc07g041640.4,protein_coding,Growth-regulating factor 5 (AHRD V3.11 *** tr_A0A2G3BVB3_A0A2G3BVB3_CAPCH) && sp|A2XA73|GRF1_ORYSI Growth-regulating factor 1 OS=Oryza sativa subsp. indica OX=39946 GN=GRF1 PE=2 SV=1 && PF08879:WRC|PF08880:QLQ,-,gene-Solyc07g041640.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g009190,Solyc06g009190.5,protein_coding,Pectinesterase (AHRD V3.11 *** tr_A0A2G3C3P4_A0A2G3C3P4_CAPCH) && sp|P85076|PME_ACTDE Pectinesterase OS=Actinidia deliciosa OX=3627 PE=1 SV=1 && PF01095:Pectinesterase|PF04043:Plant invertase/pectin methylesterase inhibitor,-,gene-Solyc06g009190.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g077330,Solyc02g077330.3,protein_coding,GDSL esterase/lipase (AHRD V3.3 *** A0A2G3D5Q8_CAPCH) && sp|Q9FJ41|GDL85_ARATH GDSL esterase/lipase At5g45950 OS=Arabidopsis thaliana OX=3702 GN=At5g45950 PE=2 SV=1 && PF00657:GDSL-like Lipase/Acylhydrolase,Lipase_GDSL,gene-Solyc02g077330.3,,NM_001346821,Ensembl Plants BioMart,63,one_to_one
Solyc07g063350,Solyc07g063350.3,protein_coding,COP1-interacting protein 7 (AHRD V3.3 *** CIP7_ARATH) && sp|O80386|CIP7_ARATH COP1-interacting protein 7 OS=Arabidopsis thaliana OX=3702 GN=CIP7 PE=1 SV=1 && -,-,gene-Solyc07g063350.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g061970,Solyc07g061970.3,protein_coding,60S ribosomal protein L18a-like protein (AHRD V3.3 *-* A0A2G2WEP8_CAPBA) && sp|Q8L9S1|R18AL_ARATH 60S ribosomal protein L18a-like protein OS=Arabidopsis thaliana OX=3702 GN=At1g29970 PE=2 SV=2 && -,-,gene-Solyc07g061970.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g088350,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export
Solyc06g084030,Solyc06g084030.3,protein_coding,Methyltransferase type 11 (AHRD V3.3 *** A0A200QEQ4_9MAGN) && sp|Q562C4|MET7B_RAT Methyltransferase-like protein 7B OS=Rattus norvegicus OX=10116 GN=Mettl7b PE=1 SV=1 && PF08241:Methyltransferase domain,Methyltransf_11,gene-Solyc06g084030.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g074260,Solyc06g074260.4,protein_coding,senescence regulator (Protein of unknown function%2C DUF584) (AHRD V3.3 *** AT3G15040.1) && - && PF04520:Senescence regulator,-,gene-Solyc06g074260.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g092120,Solyc02g092120.3,protein_coding,phytosulfokines-like (AHRD V3.3 *** A0A2I4HMI7_9ROSI) && sp|Q9M2Y0|PSK3_ARATH Phytosulfokines 3 OS=Arabidopsis thaliana OX=3702 GN=PSK3 PE=2 SV=2 && -,-,gene-Solyc02g092120.3,PSK2,NM_001306182,Ensembl Plants BioMart,63,one_to_one
Solyc02g092110,Solyc02g092110.3,protein_coding,Phytosulfokines 3 (AHRD V3.3 *** A0A2I0WHI7_9ASPA) && sp|Q9M2Y0|PSK3_ARATH Phytosulfokines 3 OS=Arabidopsis thaliana OX=3702 GN=PSK3 PE=2 SV=2 && -,-,gene-Solyc02g092110.3,PSK4,,Ensembl Plants BioMart,63,one_to_one
Solyc06g035580,Solyc06g035580.3,protein_coding,Glucose-methanol-choline (GMC) oxidoreductase family protein (AHRD V3.3 *** A0A1P8BHC1_ARATH) && sp|Q9S746|HTH_ARATH Protein HOTHEAD OS=Arabidopsis thaliana OX=3702 GN=HTH PE=1 SV=1 && PF05199:GMC oxidoreductase|PF00732:GMC oxidoreductase,-,gene-Solyc06g035580.3,,NM_001317332,Ensembl Plants BioMart,63,one_to_one
Solyc05g011960,Solyc05g011960.4,protein_coding,DnaJ domain-containing protein (AHRD V3.3 *-* A0A1Q3CHH1_CEPFO) && - && -,-,gene-Solyc05g011960.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g118060,Solyc03g118060.3,protein_coding,NFU1 iron-sulfur cluster protein (AHRD V3.3 *** AT5G07330.1) && - && -,-,gene-Solyc03g118060.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g011970,Solyc05g011970.3,protein_coding,Cytochrome (AHRD V3.3 *** A0A1U8EZV2_CAPAN) && sp|H2DH17|C7A22_PANGI Cytochrome P450 CYP749A22 OS=Panax ginseng OX=4054 PE=2 SV=1 && PF00067:Cytochrome P450,p450,gene-Solyc05g011970.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g051800,Solyc06g051800.3,protein_coding,expansin  1 && sp|Q852A1|EXPA7_ORYSJ Expansin-A7 OS=Oryza sativa subsp. japonica OX=39947 GN=EXPA7 PE=2 SV=1 && PF01357:Pollen allergen|PF03330:Lytic transglycolase,-,gene-Solyc06g051800.3,EXP1,,Ensembl Plants BioMart,63,one_to_one
Solyc06g074000,Solyc06g074000.1,protein_coding,Eukaryotic aspartyl protease family protein && sp|Q766C2|NEP2_NEPGR Aspartic proteinase nepenthesin-2 OS=Nepenthes gracilis OX=150966 GN=nep2 PE=1 SV=1 && PF14543:Xylanase inhibitor N-terminal|PF14541:Xylanase inhibitor C-terminal,-,gene-Solyc06g074000.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g075140,Solyc09g075140.3,protein_coding,"Alpha/beta-Hydrolases superfamily protein (AHRD V3.3 *** A0A2U1LF81_ARTAN) && sp|Q9C942|CSE_ARATH Caffeoylshikimate esterase OS=Arabidopsis thaliana OX=3702 GN=CSE PE=1 SV=1 && PF12146:Serine aminopeptidase, S33",-,gene-Solyc09g075140.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g118100,Solyc03g118100.4,protein_coding,NAD(P)-binding Rossmann-fold superfamily protein (AHRD V3.3 *** A0A2U1N555_ARTAN) && sp|Q8K354|CBR3_MOUSE Carbonyl reductase [NADPH] 3 OS=Mus musculus OX=10090 GN=Cbr3 PE=1 SV=1 && PF00106:short chain dehydrogenase,adh_short,gene-Solyc03g118100.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g072700,Solyc06g072700.3,protein_coding,Heavy metal-associated isoprenylated plant protein (AHRD V3.3 *-* A0A2R6PUZ2_ACTCH) && sp|Q9C5D3|HIP7_ARATH Heavy metal-associated isoprenylated plant protein 7 OS=Arabidopsis thaliana OX=3702 GN=HIPP07 PE=1 SV=1 && PF00403:Heavy-metal-associated domain,HMA,gene-Solyc06g072700.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g006310,Solyc08g006310.3,protein_coding,Cellulose synthase-like C4 && sp|Q9SB75|CSLC5_ARATH Probable xyloglucan glycosyltransferase 5 OS=Arabidopsis thaliana OX=3702 GN=CSLC5 PE=1 SV=1 && PF13632:Glycosyl transferase family group 2,-,gene-Solyc08g006310.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g064900,Solyc06g064900.3,protein_coding,Unknown protein && - && -,-,gene-Solyc06g064900.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g065670,Solyc09g065670.3,protein_coding,Protein indeterminate-domain 12 (AHRD V3.3 *** A0A2G2X5Z0_CAPBA) && sp|O22759|IDD12_ARATH Protein indeterminate-domain 12 OS=Arabidopsis thaliana OX=3702 GN=IDD12 PE=2 SV=2 && -,-,gene-Solyc09g065670.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g015360,,,,,gene-Solyc05g015360.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g072650,Solyc06g072650.1,protein_coding,Small auxin up-regulated RNA61 && - && PF02519:Auxin responsive protein,Auxin_inducible,gene-Solyc06g072650.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g021680,Solyc02g021680.3,protein_coding,WRKY transcription factor 35 && sp|Q9SA80|WRK14_ARATH Probable WRKY transcription factor 14 OS=Arabidopsis thaliana OX=3702 GN=WRKY14 PE=2 SV=2 && PF03106:WRKY DNA -binding domain,WRKY,gene-Solyc02g021680.3,WRKY35,,Ensembl Plants BioMart,63,one_to_one
Solyc10g018780,Solyc10g018780.3,protein_coding,Squamosa promoter binding protein 8a && sp|Q8GXL3|SPL8_ARATH Squamosa promoter-binding-like protein 8 OS=Arabidopsis thaliana OX=3702 GN=SPL8 PE=1 SV=2 && PF03110:SBP domain,SBP,gene-Solyc10g018780.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g011950,Solyc10g011950.4,protein_coding,chromodomain-helicase-DNA-binding protein 5-like (AHRD V3.11 *-* XP_010326988.1) && - && -,-,gene-Solyc10g011950.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g007940,Solyc09g007940.3,protein_coding,Adenosine kinase (AHRD V3.3 *** A0A2G2VXW7_CAPBA) && sp|Q9LZG0|ADK2_ARATH Adenosine kinase 2 OS=Arabidopsis thaliana OX=3702 GN=ADK2 PE=1 SV=1 && PF00294:pfkB family carbohydrate kinase,PfkB,gene-Solyc09g007940.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g078040,Solyc02g078040.3,protein_coding,Pistil-specific extensin-like protein (AHRD V3.3 *-* A0A2G3A881_CAPAN) && sp|P93013|AGP30_ARATH Non-classical arabinogalactan protein 30 OS=Arabidopsis thaliana OX=3702 GN=AGP30 PE=2 SV=1 && PF01190:Pollen proteins Ole e I like,-,gene-Solyc02g078040.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g011210,Solyc11g011210.2,protein_coding,Gibberellin-regulated protein 12 (AHRD V3.3 *** A0A1U8GMV5_CAPAN) && sp|P47926|RSI1_SOLLC Protein RSI-1 OS=Solanum lycopersicum OX=4081 GN=RSI-1 PE=2 SV=1 && PF02704:Gibberellin regulated protein,-,gene-Solyc11g011210.2,RSI-1,,Ensembl Plants BioMart,63,one_to_one
Solyc06g053950,,,,,gene-Solyc06g053950.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g096740,Solyc01g096740.4,protein_coding,Protein ZINC INDUCED FACILITATOR-LIKE 1 (AHRD V3.3 *** A0A1J3IH30_NOCCA) && sp|Q94BZ1|ZIFL1_ARATH Protein ZINC INDUCED FACILITATOR-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=ZIFL1 PE=2 SV=1 && PF07690:Major Facilitator Superfamily,MFS_1,gene-Solyc01g096740.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g076220,Solyc04g076220.3,protein_coding,AT-hook motif nuclear-localized protein (AHRD V3.3 *** A0A1U8GD78_CAPAN) && sp|Q9LTA2|AHL17_ARATH AT-hook motif nuclear-localized protein 17 OS=Arabidopsis thaliana OX=3702 GN=AHL17 PE=2 SV=1 && PF03479:Plants and Prokaryotes Conserved (PCC) domain,-,gene-Solyc04g076220.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g085830,Solyc10g085830.2,protein_coding,O-methyltransferase && sp|I1M2U5|NAMT1_SOYBN Nicotinate N-methyltransferase 1 OS=Glycine max OX=3847 GN=NANMT1 PE=1 SV=1 && PF00891:O-methyltransferase domain,-,gene-Solyc10g085830.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g069010,Solyc08g069010.4,protein_coding,Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2G3DE83_CAPCH) && sp|Q8VYD6|PP374_ARATH Pentatricopeptide repeat-containing protein At5g10690 OS=Arabidopsis thaliana OX=3702 GN=CBSPPR1 PE=2 SV=1 && PF13041:PPR repeat family,-,gene-Solyc08g069010.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g012860,Solyc11g012860.3,protein_coding,"coiled-coil protein && sp|Q8LLE5|FPP_SOLLC Filament-like plant protein (Fragment) OS=Solanum lycopersicum OX=4081 GN=FPP PE=1 SV=1 && PF05911:Filament-like plant protein, long coiled-coil",-,gene-Solyc11g012860.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g081010,Solyc10g081010.3,protein_coding,Hydroxyproline-rich glycoprotein family protein (AHRD V3.3 *** Q0WVC6_ARATH) && - && -,-,gene-Solyc10g081010.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g070890,Solyc02g070890.3,protein_coding,Flagellin Sensing 2 && sp|Q9FL28|FLS2_ARATH LRR receptor-like serine/threonine-protein kinase FLS2 OS=Arabidopsis thaliana OX=3702 GN=FLS2 PE=1 SV=1 && PF13855:Leucine rich repeat|PF08263:Leucine rich repeat N-terminal domain|PF00069:Protein kinase domain,Pkinase,gene-Solyc02g070890.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g014570,Solyc12g014570.2,protein_coding,Glycerophosphodiester phosphodiesterase GDPDL4 (AHRD V3.3 *** A0A2G2Z5P4_CAPAN) && sp|Q9FJ62|GPDL4_ARATH Glycerophosphodiester phosphodiesterase GDPDL4 OS=Arabidopsis thaliana OX=3702 GN=GDPDL4 PE=1 SV=1 && PF03009:Glycerophosphoryl diester phosphodiesterase family,-,gene-Solyc12g014570.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g014130,Solyc08g014130.3,protein_coding,Isopropylmalate synthase (AHRD V3.3 *** K4CJ46_SOLLC) && sp|O04973|LEU1A_SOLPN 2-isopropylmalate synthase A OS=Solanum pennellii OX=28526 GN=IPMSA PE=2 SV=1 && PF08502:LeuA allosteric (dimerisation) domain|PF00682:HMGL-like,HMGL-like,gene-Solyc08g014130.3,IPMS2,NM_001329450,Ensembl Plants BioMart,63,one_to_one
Solyc01g109790,Solyc01g109790.3,protein_coding,ADP-glucose pyrophosphorylase large subunit 1 && sp|Q00081|GLGL1_SOLTU Glucose-1-phosphate adenylyltransferase large subunit 1 (Fragment) OS=Solanum tuberosum OX=4113 GN=AGPS1 PE=1 SV=1 && PF00483:Nucleotidyl transferase,-,gene-Solyc01g109790.3,AgpL1,NM_001246989,Ensembl Plants BioMart,63,one_to_one
Solyc01g108400,Solyc01g108400.3,protein_coding,CDPK-related protein kinase (AHRD V3.3 *** A0A2G3AU42_CAPCH) && sp|Q9SCS2|CAMK5_ARATH CDPK-related kinase 5 OS=Arabidopsis thaliana OX=3702 GN=CRK5 PE=2 SV=1 && PF00069:Protein kinase domain,Pkinase,gene-Solyc01g108400.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g061170,Solyc06g061170.3,protein_coding,Mitochondrial carnitine/acylcarnitine carrier-like protein (AHRD V3.3 *** A0A2G2ZAG7_CAPAN) && sp|Q93XM7|MCAT_ARATH Mitochondrial carnitine/acylcarnitine carrier-like protein OS=Arabidopsis thaliana OX=3702 GN=BOU PE=1 SV=1 && PF00153:Mitochondrial carrier protein,Mito_carr,gene-Solyc06g061170.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g015000,Solyc09g015000.4,protein_coding,Class I heat shock protein (AHRD V3.3 *** A0A2K3KSJ8_TRIPR) && sp|P27880|HSP12_MEDSA 18.2 kDa class I heat shock protein OS=Medicago sativa OX=3879 GN=HSP18.2 PE=2 SV=1 && PF00011:Hsp20/alpha crystallin family,-,gene-Solyc09g015000.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g082120,Solyc04g082120.3,protein_coding,"Prolyl oligopeptidase (AHRD V3.3 *** H2D7F1_COFAR) && sp|Q9QUR6|PPCE_MOUSE Prolyl endopeptidase OS=Mus musculus OX=10090 GN=Prep PE=1 SV=1 && PF02897:Prolyl oligopeptidase, N-terminal beta-propeller domain|PF00326:Prolyl oligopeptidase family",-,gene-Solyc04g082120.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g007890,Solyc08g007890.3,protein_coding,"Aldehyde dehydrogenase family 2 member mitochondrial-like (AHRD V3.3 *-* A0A2K3PGY0_TRIPR) && sp|Q8S528|AL2B7_ARATH Aldehyde dehydrogenase family 2 member B7, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=ALDH2B7 PE=1 SV=2 && -",-,gene-Solyc08g007890.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g068900,Solyc06g068900.4,protein_coding,"Nudix hydrolase 17 && sp|Q9ZU95|NUD17_ARATH Nudix hydrolase 17, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=NUDT17 PE=2 SV=1 && PF00293:NUDIX domain",NUDIX,gene-Solyc06g068900.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g006020,Solyc11g006020.2,protein_coding,"NADH dehydrogenase-like complex O (AHRD V3.3 *-* A0A0F7GY98_9ASPA) && sp|Q9S829|NDHO_ARATH NAD(P)H-quinone oxidoreductase subunit O, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ndhO PE=2 SV=1 && PF11910:Cyanobacterial and plant NDH-1 subunit O",-,gene-Solyc11g006020.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g070020,Solyc02g070020.1,protein_coding,UDP-Glycosyltransferase superfamily protein (AHRD V3.3 *** A0A2U1N3R1_ARTAN) && sp|Q9LTA3|U91C1_ARATH UDP-glycosyltransferase 91C1 OS=Arabidopsis thaliana OX=3702 GN=UGT91C1 PE=1 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase,UDPGT,gene-Solyc02g070020.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g051150,Solyc06g051150.1,protein_coding,Pentatricopeptide repeat-containing protein (AHRD V3.3 *-* A0A2U1NNB9_ARTAN) && sp|Q9C7V5|PP104_ARATH Putative pentatricopeptide repeat-containing protein At1g64310 OS=Arabidopsis thaliana OX=3702 GN=PCMP-E65 PE=3 SV=1 && PF13041:PPR repeat family,-,gene-Solyc06g051150.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g120290,Solyc03g120290.3,protein_coding,To encode a PR protein && - && -,-,gene-Solyc03g120290.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g011450,Solyc12g011450.2,protein_coding,"Chlorophyll a-b binding protein && sp|P27489|CB23_SOLLC Chlorophyll a-b binding protein 13, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CAB13 PE=1 SV=1 && PF00504:Chlorophyll A-B binding protein",-,gene-Solyc12g011450.2,CAB13,,Ensembl Plants BioMart,63,one_to_one
Solyc01g109500,Solyc01g109500.4,protein_coding,BURP domain-containing protein (AHRD V3.3 *-* A0A1Q3C0F5_CEPFO) && sp|Q9XI99|USPL1_ARATH BURP domain protein USPL1 OS=Arabidopsis thaliana OX=3702 GN=USPL1 PE=2 SV=1 && PF03181:BURP domain,-,gene-Solyc01g109500.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g071590,Solyc04g071590.3,protein_coding,Abscisic acid stress ripening 3 && sp|P37220|ASR3_SOLLC Abscisic stress-ripening protein 3 OS=Solanum lycopersicum OX=4081 GN=ASR3 PE=3 SV=2 && PF02496:ABA/WDS induced protein,-,gene-Solyc04g071590.3,ASR3,,Ensembl Plants BioMart,63,one_to_one
Solyc03g026210,Solyc03g026210.4,protein_coding,"Dihydrodipicolinate reductase-like protein (AHRD V3.3 *** A0A0F7GZT6_9ROSI) && sp|Q9FJ82|DAPB3_ARATH Dihydrodipicolinate reductase-like protein CRR1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DAPB3 PE=2 SV=1 && PF05173:Dihydrodipicolinate reductase, C-terminus|PF01113:Dihydrodipicolinate reductase, N-terminus",DapB_N,gene-Solyc03g026210.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g117630,Solyc03g117630.1,protein_coding,Heat shock 70 kDa protein (AHRD V3.3 *** A0A1U8FVW2_CAPAN) && sp|P09189|HSP7C_PETHY Heat shock cognate 70 kDa protein OS=Petunia hybrida OX=4102 GN=HSP70 PE=2 SV=1 && PF00012:Hsp70 protein,HSP70,gene-Solyc03g117630.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g012060,Solyc04g012060.3,protein_coding,"Ribonucleoside-diphosphate reductase (AHRD V3.3 *** A0A1U8FDK5_CAPAN) && sp|Q9SJ20|RIR1_ARATH Ribonucleoside-diphosphate reductase large subunit OS=Arabidopsis thaliana OX=3702 GN=RNR1 PE=1 SV=1 && PF03477:ATP cone domain|PF00317:Ribonucleotide reductase, all-alpha domain|PF02867:Ribonucleotide reductase, barrel domain",Ribonuc_red_lgC,gene-Solyc04g012060.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g014430,Solyc02g014430.3,protein_coding,Equilibrative nucleotide transporter like (AHRD V3.3 *** A0A2R6QTM2_ACTCH) && sp|Q9M0Y3|ENT3_ARATH Equilibrative nucleotide transporter 3 OS=Arabidopsis thaliana OX=3702 GN=ENT3 PE=1 SV=1 && PF01733:Nucleoside transporter,-,gene-Solyc02g014430.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g088500,Solyc02g088500.1,protein_coding,Glycosyltransferase (AHRD V3.3 *** A0A2I4FYE0_9ROSI) && sp|A0A0M4KE44|CGT_MANIN UDP-glycosyltransferase 13 OS=Mangifera indica OX=29780 GN=CGT PE=1 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase,UDPGT,gene-Solyc02g088500.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g056540,Solyc07g056540.3,protein_coding,glycolate oxidase X92888 && sp|Q9LRR9|GLO1_ARATH (S)-2-hydroxy-acid oxidase GLO1 OS=Arabidopsis thaliana OX=3702 GN=GLO1 PE=1 SV=1 && PF01070:FMN-dependent dehydrogenase,FMN_dh,gene-Solyc07g056540.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g041430,Solyc05g041430.3,protein_coding,PTB domain engulfment adapter (AHRD V3.3 *** A0A1P8B0D8_ARATH) && - && -,-,gene-Solyc05g041430.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g008430,Solyc07g008430.2,protein_coding,methionyl-tRNA synthetase (AHRD V3.3 *** AT5G10695.1) && - && -,-,gene-Solyc07g008430.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g123830,Solyc03g123830.5,protein_coding,"D-3-phosphoglycerate dehydrogenase (AHRD V3.11 *** tr_A0A1U8G334_A0A1U8G334_CAPAN) && sp|O04130|SERA2_ARATH D-3-phosphoglycerate dehydrogenase 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PGDH2 PE=1 SV=2 && PF01842:ACT domain|PF00389:D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain|PF02826:D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",2-Hacid_dh_C,gene-Solyc03g123830.4,,NM_001348361,Ensembl Plants BioMart,63,one_to_one
Solyc11g008720,Solyc11g008720.3,protein_coding,Beta-glucosidase (AHRD V3.3 *** A0A2G2VEH4_CAPBA) && sp|Q9FIW4|BGL42_ARATH Beta-glucosidase 42 OS=Arabidopsis thaliana OX=3702 GN=BGLU42 PE=2 SV=1 && PF00232:Glycosyl hydrolase family 1,Glyco_hydro_1,gene-Solyc11g008720.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g070800,Solyc02g070800.2,protein_coding,DUF561 domain-containing protein (AHRD V3.3 *** A0A1Q3DH97_CEPFO) && sp|Q1XDB4|YCF23_PYRYE Uncharacterized protein ycf23 OS=Pyropia yezoensis OX=2788 GN=ycf23 PE=3 SV=1 && PF04481:Protein of unknown function (DUF561),-,gene-Solyc02g070800.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g007770,Solyc05g007770.3,protein_coding,NAC domain TF && sp|K4BWV2|NAP1_SOLLC NAC domain-containing protein 1 OS=Solanum lycopersicum OX=4081 GN=NAP1 PE=2 SV=1 && PF02365:No apical meristem (NAM) protein,NAM,gene-Solyc05g007770.3,NAP1,NM_001329523,Ensembl Plants BioMart,63,one_to_one
Solyc09g005560,Solyc09g005560.4,protein_coding,Trihelix transcription factor GT-3b (AHRD V3.3 *-* A0A1U8EDU3_CAPAN) && sp|Q9SDW0|TGT3A_ARATH Trihelix transcription factor GT-3a OS=Arabidopsis thaliana OX=3702 GN=GT-3A PE=1 SV=1 && PF13837:Myb/SANT-like DNA-binding domain,-,gene-Solyc09g005560.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g071980,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export
Solyc06g006090,Solyc06g006090.1,protein_coding,josephin protein-like protein (AHRD V3.3 *-* AT1G07300.2) && - && -,-,gene-Solyc06g006090.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g005300,Solyc06g005300.5,protein_coding,UPA23 (AHRD V3.11 *** tr_C8YZB5_C8YZB5_CAPAN) && - && PF07795:Protein of unknown function (DUF1635),-,gene-Solyc06g005300.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g084600,Solyc02g084600.4,protein_coding,Leucine-rich repeat receptor-like protein kinase family protein (AHRD V3.3 *-* A0A061DFG6_THECC) && - && -,-,gene-Solyc02g084600.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g005610,Solyc08g005610.3,protein_coding,Cytochrome P450 (AHRD V3.3 *** A0A200R6R4_9MAGN) && sp|K4CI52|ABAH2_SOLLC Abscisic acid 8'-hydroxylase CYP707A2 OS=Solanum lycopersicum OX=4081 GN=CYP707A2 PE=2 SV=1 && PF00067:Cytochrome P450,p450,gene-Solyc08g005610.3,CYP707A2,NM_001375915,Ensembl Plants BioMart,63,one_to_one
Solyc03g114360,Solyc03g114360.4,protein_coding,Poly [ADP-ribose] polymerase (AHRD V3.3 *** A0A2I4EPD4_9ROSI) && sp|Q9FJJ3|SRO5_ARATH Probable inactive poly [ADP-ribose] polymerase SRO5 OS=Arabidopsis thaliana OX=3702 GN=SRO5 PE=1 SV=1 && PF12174:RCD1-SRO-TAF4 (RST) plant domain,-,gene-Solyc03g114360.4,,,Ensembl Plants BioMart,63,one_to_one
